--- RIEPILOGO MISURAZIONE ---
Pressione Media (Pa),24.20
Tempo di Misura (s),6.640
Capacita di Riferimento (L),2.915
Flusso Medio (L/s),0.439

Time_s,Pressure_Pa
0.920,0.57
0.940,0.67
0.960,0.37
0.980,1.12
1.000,8.58
1.020,34.38
1.040,38.85
1.060,39.47
1.080,34.25
1.100,23.37
1.120,20.58
1.140,23.18
1.160,27.30
1.180,27.52
1.200,24.15
1.220,22.10
1.240,22.48
1.260,23.67
1.280,24.93
1.300,24.93
1.320,25.90
1.340,26.65
1.360,27.85
1.380,29.22
1.400,31.52
1.420,31.03
1.440,29.47
1.460,28.07
1.480,28.85
1.500,28.07
1.520,29.22
1.540,28.62
1.560,27.73
1.580,26.98
1.600,27.30
1.620,26.23
1.640,25.68
1.660,25.37
1.680,23.67
1.700,21.90
1.720,20.23
1.740,18.95
1.760,17.90
1.780,17.12
1.800,15.35
1.820,13.78
1.840,12.57
1.860,12.07
1.880,13.00
1.900,13.20
1.920,13.52
1.940,14.50
1.960,17.20
1.980,19.45
2.000,20.15
2.020,20.75
2.040,20.67
2.060,20.67
2.080,20.75
2.100,20.32
2.120,20.67
2.140,21.73
2.160,21.37
2.180,20.23
2.200,19.20
2.220,20.05
2.240,21.28
2.260,22.30
2.280,23.08
2.300,23.07
2.320,23.08
2.340,22.58
2.360,22.20
2.380,23.47
2.400,24.25
2.420,24.25
2.440,23.47
2.460,23.08
2.480,23.47
2.500,23.18
2.520,22.30
2.540,21.37
2.560,20.50
2.580,20.05
2.600,20.23
2.620,21.20
2.640,22.00
2.660,22.20
2.680,22.28
2.700,23.37
2.720,24.63
2.740,25.58
2.760,25.13
2.780,23.47
2.800,20.33
2.820,17.98
2.840,16.50
2.860,15.65
2.880,14.37
2.900,13.65
2.920,15.00
2.940,16.80
2.960,18.30
2.980,20.58
3.000,22.18
3.020,23.27
3.040,24.63
3.060,25.80
3.080,27.20
3.100,27.63
3.120,27.85
3.140,27.42
3.160,26.65
3.180,25.78
3.200,25.25
3.220,24.05
3.240,22.20
3.260,21.82
3.280,21.90
3.300,21.82
3.320,21.82
3.340,22.48
3.360,22.40
3.380,22.70
3.400,23.17
3.420,23.27
3.440,23.47
3.460,24.15
3.480,25.68
3.500,27.42
3.520,28.07
3.540,27.95
3.560,27.63
3.580,27.73
3.600,28.50
3.620,29.82
3.640,31.03
3.660,32.78
3.680,33.83
3.700,33.85
3.720,32.78
3.740,31.03
3.760,29.35
3.780,26.98
3.800,24.05
3.820,21.47
3.840,21.20
3.860,21.12
3.880,21.28
3.900,21.92
3.920,22.20
3.940,22.88
3.960,23.67
3.980,24.45
4.000,24.15
4.020,24.25
4.040,23.77
4.060,24.15
4.080,24.45
4.100,25.37
4.120,26.12
4.140,25.90
4.160,26.23
4.180,26.45
4.200,26.00
4.220,25.45
4.240,25.78
4.260,26.33
4.280,26.45
4.300,26.87
4.320,27.08
4.340,26.98
4.360,25.68
4.380,24.05
4.400,23.67
4.420,22.78
4.440,22.20
4.460,21.20
4.480,20.50
4.500,20.15
4.520,20.85
4.540,22.58
4.560,23.87
4.580,24.63
4.600,24.63
4.620,23.87
4.640,23.95
4.660,24.15
4.680,24.63
4.700,25.47
4.720,26.55
4.740,27.52
4.760,29.82
4.780,30.42
4.800,29.95
4.820,29.82
4.840,30.30
4.860,28.97
4.880,28.28
4.900,27.85
4.920,27.52
4.940,26.98
4.960,26.87
4.980,26.98
5.000,26.87
5.020,28.85
5.040,28.98
5.060,28.73
5.080,28.50
5.100,28.17
5.120,29.68
5.140,30.33
5.160,31.15
5.180,31.40
5.200,31.52
5.220,31.65
5.240,32.13
5.260,32.82
5.280,31.40
5.300,28.98
5.320,26.65
5.340,24.15
5.360,23.18
5.380,23.57
5.400,23.67
5.420,24.63
5.440,25.25
5.460,25.67
5.480,26.23
5.500,26.98
5.520,27.95
5.540,27.73
5.560,27.85
5.580,29.10
5.600,27.85
5.620,25.90
5.640,25.13
5.660,23.85
5.680,22.20
5.700,21.90
5.720,22.40
5.740,21.90
5.760,22.10
5.780,22.88
5.800,24.05
5.820,24.93
5.840,24.73
5.860,24.05
5.880,24.63
5.900,25.13
5.920,24.35
5.940,24.15
5.960,24.25
5.980,24.73
6.000,25.15
6.020,26.55
6.040,26.77
6.060,25.78
6.080,25.47
6.100,26.02
6.120,26.12
6.140,26.22
6.160,26.55
6.180,27.20
6.200,26.43
6.220,24.93
6.240,23.95
6.260,23.87
6.280,23.95
6.300,23.77
6.320,24.05
6.340,23.77
6.360,23.27
6.380,23.57
6.400,25.05
6.420,25.17
6.440,24.45
6.460,24.83
6.480,26.00
6.500,24.55
6.520,23.97
6.540,22.80
6.560,22.88
6.580,22.78
6.600,22.88
6.620,23.67
6.640,24.45
6.660,24.83
6.680,24.97
6.700,25.25
6.720,25.57
6.740,25.25
6.760,24.83
6.780,25.47
6.800,26.33
6.820,26.33
6.840,26.12
6.860,26.65
6.880,26.77
6.900,26.00
6.920,25.37
6.940,25.37
6.960,25.25
6.980,24.83
7.000,24.05
7.020,23.17
7.040,23.27
7.060,23.07
7.080,22.88
7.100,22.78
7.120,22.78
7.140,22.98
7.160,23.67
7.180,23.98
7.200,24.15
7.220,24.63
7.240,23.95
7.260,23.57
7.280,23.47
7.300,22.98
7.320,22.00
7.340,21.37
7.360,20.75
7.380,20.58
7.400,20.93
7.420,21.37
7.440,21.73
7.460,22.88
7.480,25.78
7.500,28.98
7.520,28.28
7.540,25.90
7.560,24.83
