--- RIEPILOGO MISURAZIONE ---
Pressione Media (Pa),300.04
Tempo di Misura (s),1.220
Capacita di Riferimento (L),2.915
Flusso Medio,0.002389

Time_s,Pressure_Pa
0.160,5.43
0.180,19.80
0.200,69.83
0.220,92.88
0.240,130.90
0.260,176.60
0.280,223.60
0.300,244.33
0.320,265.27
0.340,284.65
0.360,323.83
0.380,361.62
0.400,384.20
0.420,419.53
0.440,443.92
0.460,491.08
0.480,518.82
0.500,534.40
0.520,531.05
0.540,524.43
0.560,531.10
0.580,526.67
0.600,498.38
0.620,456.50
0.640,429.28
0.660,413.20
0.680,374.28
0.700,362.60
0.720,357.02
0.740,360.68
0.760,353.32
0.780,345.05
0.800,346.88
0.820,360.70
0.840,361.62
0.860,362.53
0.880,357.93
0.900,356.08
0.920,341.37
0.940,333.28
0.960,311.92
0.980,294.90
1.000,287.77
1.020,280.75
1.040,277.07
1.060,269.70
1.080,259.45
1.100,245.02
1.120,247.07
1.140,248.43
1.160,238.93
1.180,229.28
1.200,224.87
1.220,219.20
1.240,206.17
1.260,185.48
1.280,166.65
1.300,151.72
1.320,134.07
1.340,127.35
1.360,120.47
1.380,1.37
