--- RIEPILOGO MISURAZIONE ---
Pressione Media (Pa),27.91
Tempo di Misura (s),5.960
Capacita di Riferimento (L),2.915
Flusso Medio (L/s),0.489

Time_s,Pressure_Pa
1.380,1.12
1.400,5.97
1.420,22.40
1.440,27.20
1.460,33.70
1.480,33.05
1.500,23.18
1.520,14.72
1.540,12.75
1.560,16.73
1.580,21.83
1.600,21.93
1.620,19.18
1.640,16.97
1.660,16.58
1.680,17.98
1.700,16.97
1.720,18.87
1.740,19.97
1.760,19.72
1.780,19.35
1.800,19.02
1.820,19.05
1.840,18.15
1.860,14.23
1.880,11.38
1.900,11.50
1.920,12.88
1.940,13.13
1.960,12.88
1.980,13.58
2.000,14.43
2.020,13.65
2.040,14.23
2.060,14.57
2.080,13.92
2.100,14.65
2.120,15.65
2.140,16.07
2.160,17.52
2.180,18.95
2.200,19.55
2.220,20.32
2.240,19.97
2.260,18.70
2.280,18.15
2.300,17.93
2.320,16.90
2.340,16.73
2.360,17.67
2.380,17.58
2.400,17.52
2.420,17.60
2.440,18.07
2.460,18.70
2.480,20.77
2.500,21.73
2.520,21.12
2.540,21.12
2.560,20.42
2.580,19.80
2.600,20.32
2.620,21.20
2.640,21.02
2.660,20.40
2.680,19.55
2.700,19.20
2.720,20.05
2.740,20.23
2.760,20.40
2.780,20.58
2.800,18.72
2.820,16.22
2.840,15.08
2.860,15.35
2.880,16.97
2.900,19.12
2.920,19.18
2.940,17.37
2.960,18.07
2.980,19.62
3.000,21.20
3.020,23.77
3.040,26.43
3.060,28.07
3.080,27.20
3.100,28.85
3.120,29.93
3.140,31.28
3.160,30.67
3.180,31.15
3.200,31.52
3.220,29.33
3.240,26.65
3.260,24.93
3.280,24.15
3.300,25.03
3.320,24.93
3.340,25.50
3.360,24.55
3.380,26.12
3.400,26.87
3.420,26.12
3.440,26.87
3.460,28.07
3.480,27.98
3.500,27.20
3.520,26.55
3.540,27.08
3.560,27.20
3.580,25.82
3.600,24.93
3.620,25.23
3.640,26.55
3.660,26.43
3.680,25.68
3.700,25.35
3.720,25.05
3.740,26.12
3.760,26.98
3.780,26.87
3.800,26.55
3.820,27.85
3.840,29.33
3.860,29.22
3.880,29.33
3.900,30.42
3.920,30.92
3.940,30.70
3.960,29.22
3.980,28.28
4.000,27.85
4.020,27.95
4.040,28.38
4.060,28.73
4.080,29.22
4.100,29.10
4.120,29.85
4.140,30.05
4.160,29.70
4.180,29.47
4.200,30.42
4.220,30.92
4.240,31.88
4.260,31.88
4.280,31.77
4.300,31.77
4.320,31.65
4.340,29.97
4.360,28.50
4.380,28.28
4.400,27.95
4.420,27.30
4.440,27.63
4.460,28.20
4.480,29.60
4.500,30.70
4.520,30.78
4.540,32.38
4.560,33.98
4.580,34.95
4.600,34.12
4.620,34.92
4.640,35.45
4.660,34.38
4.680,33.18
4.700,33.32
4.720,35.05
4.740,35.85
4.760,35.75
4.780,36.17
4.800,35.58
4.820,35.05
4.840,35.18
4.860,35.98
4.880,36.65
4.900,36.52
4.920,37.40
4.940,38.70
4.960,40.78
4.980,41.38
5.000,41.72
5.020,41.25
5.040,39.15
5.060,37.10
5.080,35.58
5.100,34.65
5.120,34.25
5.140,32.38
5.160,31.40
5.180,31.15
5.200,30.67
5.220,29.70
5.240,29.33
5.260,30.78
5.280,31.65
5.300,32.13
5.320,32.38
5.340,31.28
5.360,30.82
5.380,31.88
5.400,33.70
5.420,35.45
5.440,36.25
5.460,36.38
5.480,35.98
5.500,35.18
5.520,34.38
5.540,34.52
5.560,35.58
5.580,36.95
5.600,36.95
5.620,37.52
5.640,35.98
5.660,33.85
5.680,32.13
5.700,32.02
5.720,31.77
5.740,30.67
5.760,29.95
5.780,29.10
5.800,28.17
5.820,27.85
5.840,27.85
5.860,27.52
5.880,27.63
5.900,28.63
5.920,28.38
5.940,28.07
5.960,29.08
5.980,29.82
6.000,30.55
6.020,32.25
6.040,34.65
6.060,36.52
6.080,37.53
6.100,38.57
6.120,40.05
6.140,41.43
6.160,42.08
6.180,43.02
6.200,44.17
6.220,43.83
6.240,43.52
6.260,43.83
6.280,43.35
6.300,42.75
6.320,40.50
6.340,37.53
6.360,34.12
6.380,33.32
6.400,35.72
6.420,38.27
6.440,38.70
6.460,37.83
6.480,36.95
6.500,36.38
6.520,37.08
6.540,37.10
6.560,36.95
6.580,35.72
6.600,33.85
6.620,32.02
6.640,31.65
6.660,31.52
6.680,30.90
6.700,31.40
6.720,32.77
6.740,34.25
6.760,34.92
6.780,34.65
6.800,35.05
6.820,35.18
6.840,34.78
6.860,33.85
6.880,32.78
6.900,33.32
6.920,33.70
6.940,32.92
6.960,31.40
6.980,29.33
7.000,27.95
7.020,27.00
7.040,27.73
7.060,29.22
7.080,30.30
7.100,30.18
7.120,29.95
7.140,30.30
7.160,29.45
7.180,27.00
7.200,23.77
7.220,21.90
7.240,21.20
7.260,20.93
7.280,19.28
7.300,18.25
7.320,17.90
7.340,19.02
