--- RIEPILOGO MISURAZIONE ---
Pressione Media (Pa),183.27
Tempo di Misura (s),1.600
Capacita di Riferimento (L),2.915
Flusso Medio,0.001822

Time_s,Pressure_Pa
0.700,2.35
0.720,13.42
0.740,39.53
0.760,52.13
0.780,65.38
0.800,82.87
0.820,100.60
0.840,120.10
0.860,135.72
0.880,148.97
0.900,154.02
0.920,159.07
0.940,162.77
0.960,163.23
0.980,165.15
1.000,166.12
1.020,162.77
1.040,164.65
1.060,163.23
1.100,165.18
1.140,175.08
1.160,181.68
1.180,184.98
1.200,189.83
1.220,195.28
1.240,204.42
1.260,209.10
1.280,212.60
1.300,213.18
1.320,214.93
1.340,216.73
1.360,219.20
1.380,216.68
1.400,220.52
1.420,219.25
1.440,217.98
1.460,218.00
1.480,217.37
1.500,217.37
1.520,219.25
1.540,219.25
1.560,220.45
1.580,227.38
1.600,228.65
1.620,236.27
1.640,238.27
1.660,238.20
1.680,237.58
1.700,238.93
1.720,243.67
1.740,242.35
1.760,238.20
1.780,231.80
1.800,229.92
1.820,231.17
1.840,233.70
1.860,231.17
1.880,228.02
1.900,224.28
1.920,223.02
1.940,218.62
1.960,216.73
1.980,212.60
2.000,209.68
2.020,201.50
2.040,195.83
2.060,188.20
2.080,182.82
2.100,181.18
2.120,175.60
2.140,170.60
2.160,163.73
2.200,153.98
2.240,138.25
2.280,122.67
2.300,3.72
